chefName
Not Applicable
Not Applicable
Yana Malayko
Iqbal Hossain Mohon
Romilson Santos
Carlos Guerreiro
Not Applicable
Carlos Guerreiro
Not Applicable
Luis Mouro
Inajara Luijben
Not Applicable
Ricardo Cabrita
Lino Mendes
Rui Santos
Not Applicable
Teresa
Lus Santos
Not Applicable
Manuel Dias
Not Applicable
Not Applicable
Simoes
Not Applicable
Mrcio Silva
Not Applicable
Olivier Costa
rajveer singh
Jos Guerreiro Dias Martins
Julio Ferradas
Not Applicable
Not Applicable
Susan Hooper
Not Applicable
Not Applicable
Vtor Ferreira
Ermelinda Silva
Not Applicable
Not Applicable
Julio Ferradas
Not Applicable
Tiago
Paulo Pessoa
Celso Padeiro
Not Applicable
Not Applicable
Not Applicable
Miraela
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Vitor Gomes
Not Applicable
Not Applicable
Ciro Piedimonti
Not Applicable
Not Applicable
Andr Ramos
Carlos Guerreiro
Not Applicable
Carlos Guerreiro
Dhiego Silva
Luis Mourao
Not Applicable
Lus Mouro
Not Applicable
Tati Justino
Not Applicable
Daniel Holdsworth Delgado
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Lus Lavrador
Aashish Salunkhe
Rui Paula
Tiago Santos
Not Applicable
Rosmel Mendez
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Gerson Almeida
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Pedro Guarino
Pedro Macedo
Jos santos
Armando Matos
Lus Nunes
Not Applicable
David Estevo
Duarte Eira
Not Applicable
Not Applicable
Vitor Veloso
Franco Iacuzzi
Vtor Gonalves
Daniel Sousa
Not Applicable
Dona Madalena
Noki
Not Applicable
Cidlia Domingos
Not Applicable
Maria Teresa Bento
Not Applicable
Andr Catarino
Not Applicable
Not Applicable
Narayan Rao
Luis Duarte
Not Applicable
Jos
Not Applicable
Alexandre Lima
Not Applicable
Elsa
Xavier Laffont
Not Applicable
Not Applicable
Henrique Leis
Not Applicable
Not Applicable
Marco Sousa
Not Applicable
Not Applicable
Filippos Valtinos
Not Applicable
Not Applicable
Not Applicable
Lus Candeias
Julien Maunoir
Not Applicable
Miguel Silva
Not Applicable
Not Applicable
Joel Simo
Eduardo Barsotti
Diogo Simes
Not Applicable
Lcia Ribeiro
Not Applicable
Eduardo
Not Applicable
Joaquim Raimundo
Not Applicable
Not Applicable
Wilhelm Wurger
Not Applicable
Not Applicable
Not Applicable
Nelson Candeias
Rui Sequeira
Filipe Bento
Allyson
Not Applicable
Lus Candeias
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Ricardo Carvalho
Rui Sequeira
Diogo Martins
Not Applicable
Not Applicable
Marcos Vicentin
Palmira Alberto
Rui Sequeira
Sean Marsh
Lus Cristina
Massimo Sarais
Not Applicable
Tiago Santos
Rui Sequeira
Not Applicable
Not Applicable
Lus Candeias
Maurice Belhaj
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Liudmyla Movchan
Not Applicable
Jorge Santos
Tiago Santos
Not Applicable
Pedro Pasqualette
Not Applicable
Bruno Viegas
Olivia
Bruno Amaro
Not Applicable
Sky Visser
Not Applicable
Not Applicable
Not Applicable
Pedro Ruivo
Albano
Not Applicable
Not Applicable
Jorge Santos
David Jesus
Not Applicable
Not Applicable
Not Applicable
Lus Candeias
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Manuel Faria
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Olivier da Costa
Not Applicable
Not Applicable
Andreia Oliveira
Not Applicable
Marco Santos
Not Applicable
David Incio
Not Applicable
Not Applicable
Not Applicable
Not Applicable
David Pinheiro
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Valdemar Marques
Alipio Branco
Marco Almeida
Not Applicable
Ricardo Casqueiro
Not Applicable
Vitor Pereira
Not Applicable
Not Applicable
Not Applicable
Antnio Vasconcelos
Not Applicable
Not Applicable
Not Applicable
Rita Queiroz
Vitor de Oliveira
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Catarina Neves
Not Applicable
Not Applicable
Rafael Santos
Not Applicable
Not Applicable
Not Applicable
Paulo Felisberto
Jorge Flor
Not Applicable
Not Applicable
Eulitrio de Assuno
Vitor Dias
Carlos Luzio
Yesenia Boia
Vitor Dias
Miguel Silva
Not Applicable
Not Applicable
Not Applicable
Miguel Batista
Luis Apostolo
Not Applicable
Not Applicable
Not Applicable
Lcia Fernandes
Cavaleiro
Not Applicable
Emanuel Soares
Alice de Almeida e Avantika Sharma
Not Applicable
Paulo Fonseca
Not Applicable
Vinod SIngh Pundeer
Not Applicable
Not Applicable
Antonio Junior
Artur Santos
Not Applicable
Not Applicable
David Marques
Not Applicable
Not Applicable
Not Applicable
Teresa Ribeiro
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Joo Paulo Duarte
Micael Figueiredo
Paulo Santos
Samuel
Not Applicable
Rodolfo Pereira
Maria Miranda
Not Applicable
Not Applicable
Celeste Gaio
Maria do Rosrio  desde
Not Applicable
Joo Duro
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Rafael Duarte
Roberto Di Cristo
Rodrigo Castelo
Rui Lima Santos
Maurcio Lage
Patrcia Primor e Carlos Mota
Not Applicable
Not Applicable
Joo Correia
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Bruno China
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Rui Lima Santos
Carina Nobre
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Flvio Barbosa
Daniela Castello Branco
Renato Velez
Not Applicable
Not Applicable
da Casa
Not Applicable
Not Applicable
Lus Gonalves
Not Applicable
Joo Oliveira
Not Applicable
Not Applicable
Carlos Ah Chak
Not Applicable
Not Applicable
Not Applicable
Joo Valente
Not Applicable
Lus Barradas
Not Applicable
Pedro CastelBranco
Mariana Fernandes
Not Applicable
Not Applicable
Not Applicable
Igor Santos
Not Applicable
Not Applicable
Paula Bexiga
Not Applicable
Not Applicable
Angela Rizzo
Not Applicable
Joo Ribeiro
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Srgio Gonalves
Teresa Aldeia Nova
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Daniel Gomes
Not Applicable
Not Applicable
Sandro  Nanda
Eugnio Guedes
Not Applicable
Not Applicable
Manuel Pio
Licinia Quintelas
Not Applicable
Rui Paula
Pedro Pires
Milton Ferreira
Jorge Coimbra
Filipe Fonseca
Nelson Rolo
Paulo Gonalves
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Jos do Carmo
Not Applicable
Not Applicable
Not Applicable
Mathew Maia
Not Applicable
Not Applicable
Hugo Sousa
Not Applicable
Not Applicable
Tiago Carvalho
Not Applicable
Not Applicable
Not Applicable
Gianfranco
Not Applicable
Gianluca Giampaolo
Adelino De Sousa
Not Applicable
Roberto Gonzlez
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Tia Isabel
Fernando Caridade
Not Applicable
Pedro Fernandes Adriano Peixoto
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Abel
Vtor mancio
Not Applicable
Not Applicable
Jeff Mnaco
Abel
Not Applicable
Not Applicable
Nathy
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Henrique Lopes
Not Applicable
Karol
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Daniela Silva
Not Applicable
Not Applicable
Maurcio Horsth
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Jose Montero
Alex Davico e Joo Pereira
Not Applicable
Not Applicable
Not Applicable
Ricardo Macedo
Not Applicable
Not Applicable
Telma Antonio
Christian DAngelo
Not Applicable
Not Applicable
Nuno Martins
Hugo Teixeira
Not Applicable
Mrio Lino e Marco Morais
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
D Miguel Sebastio
MARIA DO CARMO
Marcos Guedes
Not Applicable
Not Applicable
Not Applicable
Jefferson Mnaco
Not Applicable
Emidio Freire
Not Applicable
Sergio Duarte
Lus Ferreira
Not Applicable
Not Applicable
Gonalo Trindade
Lus Ferreira
Not Applicable
Not Applicable
Not Applicable
Armando Paulino e Francisco Guerreiro
Ailton Torres
Not Applicable
Not Applicable
Malik
Not Applicable
Not Applicable
Not Applicable
Leticia Costa
Not Applicable
Not Applicable
Not Applicable
Lus Ferreira
Not Applicable
Carlos Monteiro
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Bernardo Alves
Not Applicable
Sergi Arola
Not Applicable
Not Applicable
Not Applicable
Israel Fernandes
Sergi Arola
Not Applicable
Not Applicable
Not Applicable
Jos Silva
Not Applicable
Lucas kc
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Manuela Colao
Not Applicable
Not Applicable
Not Applicable
Leandro Nascimento
Not Applicable
Not Applicable
Not Applicable
Pratap Thapa
Filipe Leonardo
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Morais
Not Applicable
Luis Duarte
Lucas Mendes
Ricardo Batista
Ldia Soares Mira
Paulo Felix
Not Applicable
Not Applicable
Yang suly
Not Applicable
Efigenia Soares
Not Applicable
Not Applicable
Not Applicable
Not Applicable
LUKA
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Nuno Varela
Not Applicable
Idriss
Camilo Vecino
Alessandro Valenti
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Michael Toledo
Not Applicable
Yoni
Not Applicable
Not Applicable
Gianni De Luca
Not Applicable
Manuel Silva
Not Applicable
Sofia Costa
Not Applicable
Not Applicable
Cerveira do Amaral
Not Applicable
Kadu
Francisco Martins
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Carlo Coelho
Sujan Subedi
Pratap Thapa
Sebastian Santos
Not Applicable
Not Applicable
Luis Arotengo Zamudio
Not Applicable
Not Applicable
Joao Almeida
Jos Freitas
Not Applicable
""
Not Applicable
Tiago Correia
Nuande Pekel
Pricles Lacerda
Lucas Mendes
Milan Jurgha Magar
Not Applicable
Joo Santos
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Rui Barbosa
Not Applicable
Not Applicable
Bernardo
Diego Gonzalez
Rui silva
Not Applicable
Not Applicable
Not Applicable
jassi
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Bashar Khabbaz
Not Applicable
Danilo Martins
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Danilo Martins
Not Applicable
Not Applicable
Isabel Pires
Maria Jos Freitas Lima
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Joo Silva
Sanam Pokhrel
Hugo Cortez
Not Applicable
Philippe Gelfi
Not Applicable
Spideh Radfar
Not Applicable
Not Applicable
Not Applicable
Antnio Pimpo
Not Applicable
Not Applicable
Not Applicable
Miguel Silva
Not Applicable
Joo Bivar
Not Applicable
Not Applicable
Not Applicable
Lus Magalhes
Jorge Vasconcelos
Bruno Lopes Joo Martins
Justin Jennings
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Richie
Not Applicable
Ricardo Marques
Sofio
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Leonardo Galvo
Not Applicable
Not Applicable
Not Applicable
Tiago Valente
Pedro Mendes
Vera Silva
Fernanda Vieira
Servando Guzmn Serrano El Clan Destino
Ivonete Goncalves
Not Applicable
Not Applicable
Antnio Mendes
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Fbio Alves
Mrio Cardoso
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Osman Tay
Not Applicable
Not Applicable
Not Applicable
Ademar Souza
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Vitali
Not Applicable
Not Applicable
Lucas Aaron
Chackall
Not Applicable
Not Applicable
Not Applicable
Carol Silva
Thiago Cesar
Not Applicable
Noppadol Chanlongchubchit
Manel guas
Rodrigo Pinta
Not Applicable
Not Applicable
Not Applicable
Daniel Ferreira
Not Applicable
Samuel Mota
Vitali
Giovanni Pellegrino
Lus Gaspar
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Joana Ivo
Sandra Carvalho
Not Applicable
Vittorio Colleoni
Habner Gomes
Not Applicable
Not Applicable
Daniel Rente Jos Barros e Francisco Correia
Not Applicable
Not Applicable
Lus Gaspar
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Albert Lepcha
Not Applicable
Not Applicable
Helder Martins
Not Applicable
Not Applicable
B BLON
Raphael
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Norimichi Hori
Jos Gomes
Bimal Bhattarai
Not Applicable
Nelson Mendes
Not Applicable
Andr Freire
Not Applicable
Nirmal Save
Not Applicable
Not Applicable
Not Applicable
Joo Caio
Not Applicable
Not Applicable
Maria dos Anjos Martins
PHUNTSOK DOLMA
Not Applicable
Patrick Lefeuvre
Guilherme Sousa
Ricardo Simes
Lucas Alves
Hoang Duc Nguyen
Not Applicable
Not Applicable
Not Applicable
Vtor Ado
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Maria do Carmo Alves
Vini Lisboa
Not Applicable
Not Applicable
Rben Flor
Not Applicable
Not Applicable
Barrig
Not Applicable
Not Applicable
Not Applicable
Joo Magalhes
Not Applicable
Paula Simes
Not Applicable
Silvia Brandi
Olivier Costa
Not Applicable
Not Applicable
Not Applicable
David Vieira
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
Not Applicable
